player_name,time,longitude,latitude,ressource_id,ressource_type,Game_ID
Fearless Chameleon,2023-05-20 10:13:50-05:00,-74.478853,46.04273,75,Type A,1
Wandering Antelope,2023-05-20 10:13:59-05:00,-74.479043,46.042074,71,Type B,1
Graceful Raccoon,2023-05-20 10:14:14-05:00,-74.478649,46.043906,14,Type B,1
Bold Owl,2023-05-20 10:14:19-05:00,-74.477326,46.043091,104,Type B,1
Resilient Otter,2023-05-20 10:14:32-05:00,-74.47825,46.043757,88,Type A,1
Wandering Antelope,2023-05-20 10:14:48-05:00,-74.479094,46.042109,71,Type A,1
Daring Koala,2023-05-20 10:14:52-05:00,-74.479235,46.045505,03,Type B,1
Wandering Antelope,2023-05-20 10:15:13-05:00,-74.47905,46.042145,71,Type A,1
Daring Koala,2023-05-20 10:15:16-05:00,-74.479265,46.045524,03,Type B,1
Brave Cheetah,2023-05-20 10:15:23-05:00,-74.47817,46.042718,110,Type A,1
Silent Squirrel,2023-05-20 10:15:25-05:00,-74.477326,46.043091,104,Type A,1
Tenacious Mongoose,2023-05-20 10:15:27-05:00,-74.479289,46.043967,86,Type B,1
Daring Koala,2023-05-20 10:15:33-05:00,-74.479265,46.045524,03,Type A,1
Wandering Antelope,2023-05-20 10:15:35-05:00,-74.479039,46.042226,71,Type A,1
Daring Koala,2023-05-20 10:15:48-05:00,-74.47924,46.045515,03,Type B,1
Tenacious Mongoose,2023-05-20 10:16:01-05:00,-74.479289,46.043967,86,Type A,1
Daring Koala,2023-05-20 10:16:12-05:00,-74.47924,46.045515,03,Type A,1
Resilient Otter,2023-05-20 10:16:22-05:00,-74.478443,46.043599,89,Type A,1
Wild Tiger,2023-05-20 10:16:39-05:00,-74.479297,46.043923,18,Type A,1
Tenacious Mongoose,2023-05-20 10:16:43-05:00,-74.479289,46.043967,86,Type A,1
Clever Lion,2023-05-20 10:17:10-05:00,-74.47868,46.044678,11,Type A,1
Tenacious Mongoose,2023-05-20 10:17:29-05:00,-74.479289,46.043967,86,Type A,1
Daring Koala,2023-05-20 10:17:50-05:00,-74.479219,46.045529,03,Type A,1
Brave Cheetah,2023-05-20 10:18:08-05:00,-74.478263,46.042921,79,Type A,1
Resilient Otter,2023-05-20 10:18:12-05:00,-74.47849,46.043632,89,Type A,1
Tenacious Mongoose,2023-05-20 10:18:28-05:00,-74.479289,46.043967,86,Type A,1
Wild Tiger,2023-05-20 10:18:30-05:00,-74.47929,46.043976,18,Type A,1
Enduring Beaver,2023-05-20 10:18:33-05:00,-74.47817,46.042941,109,Type A,1
Wandering Antelope,2023-05-20 10:18:35-05:00,-74.479078,46.042187,71,Type B,1
Majestic Kangaroo,2023-05-20 10:18:42-05:00,-74.478448,46.043218,87,Type A,1
Brave Cheetah,2023-05-20 10:18:44-05:00,-74.478401,46.042925,79,Type A,1
Wild Tiger,2023-05-20 10:18:54-05:00,-74.479287,46.043924,18,Type A,1
Enduring Beaver,2023-05-20 10:19:04-05:00,-74.47817,46.042941,109,Type B,1
Wild Tiger,2023-05-20 10:19:15-05:00,-74.479287,46.043924,18,Type A,1
Resilient Otter,2023-05-20 10:19:32-05:00,-74.478456,46.043625,89,Type A,1
Graceful Raccoon,2023-05-20 10:19:34-05:00,-74.47897,46.04386,16,Type B,1
Lively Rabbit,2023-05-20 10:19:38-05:00,-74.477232,46.043035,101,Type A,1
Clever Lion,2023-05-20 10:19:39-05:00,-74.479119,46.044808,21,Type A,1
Tenacious Mongoose,2023-05-20 10:19:44-05:00,-74.479289,46.043967,86,Type A,1
Clever Lion,2023-05-20 10:20:12-05:00,-74.479171,46.044776,21,Type A,1
Graceful Raccoon,2023-05-20 10:20:20-05:00,-74.478974,46.043877,16,Type B,1
Cunning Giraffe,2023-05-20 10:20:26-05:00,-74.478015,46.042402,113,Type A,1
Tenacious Mongoose,2023-05-20 10:20:28-05:00,-74.479289,46.043967,86,Type B,1
Majestic Kangaroo,2023-05-20 10:20:29-05:00,-74.478102,46.043379,203,Type A,1
Bold Owl,2023-05-20 10:20:31-05:00,-74.476852,46.043394,102,Type A,1
Graceful Raccoon,2023-05-20 10:20:49-05:00,-74.478979,46.043888,16,Type A,1
Tenacious Mongoose,2023-05-20 10:21:01-05:00,-74.479289,46.043967,86,Type B,1
Cunning Giraffe,2023-05-20 10:21:05-05:00,-74.478015,46.042402,113,Type A,1
Daring Koala,2023-05-20 10:21:05-05:00,-74.479114,46.045314,22,Type A,1
Tenacious Mongoose,2023-05-20 10:21:25-05:00,-74.479275,46.043991,86,Type B,1
Majestic Kangaroo,2023-05-20 10:21:40-05:00,-74.478224,46.04327,173,Type A,1
Cunning Giraffe,2023-05-20 10:21:45-05:00,-74.478033,46.042455,113,Type A,1
Bold Owl,2023-05-20 10:21:58-05:00,-74.476669,46.043371,102,Type B,1
Cunning Giraffe,2023-05-20 10:22:27-05:00,-74.478033,46.042455,113,Type B,1
Tenacious Mongoose,2023-05-20 10:22:33-05:00,-74.479275,46.043991,86,Type A,1
Clever Lion,2023-05-20 10:22:52-05:00,-74.479171,46.044776,21,Type A,1
Cunning Giraffe,2023-05-20 10:23:01-05:00,-74.478033,46.042455,113,Type B,1
Energetic Badger,2023-05-20 10:23:11-05:00,-74.479025,46.043682,85,Type A,1
Wandering Antelope,2023-05-20 10:23:11-05:00,-74.478604,46.042432,72,Type B,1
Noble Zebra,2023-05-20 10:23:11-05:00,-74.478204,46.045936,27,Type A,1
Tenacious Mongoose,2023-05-20 10:23:23-05:00,-74.479275,46.043991,86,Type B,1
Tenacious Mongoose,2023-05-20 10:23:23-05:00,-74.479275,46.043991,86,Type B,1
Cunning Giraffe,2023-05-20 10:23:26-05:00,-74.478044,46.042428,113,Type A,1
Graceful Raccoon,2023-05-20 10:23:35-05:00,-74.479099,46.044073,17,Type B,1
Silent Squirrel,2023-05-20 10:23:40-05:00,-74.478496,46.046127,26,Type A,1
Energetic Badger,2023-05-20 10:23:43-05:00,-74.478929,46.043621,85,Type A,1
Cunning Giraffe,2023-05-20 10:23:47-05:00,-74.478044,46.042428,113,Type A,1
Wandering Antelope,2023-05-20 10:24:07-05:00,-74.478604,46.042432,72,Type B,1
Clever Lion,2023-05-20 10:24:25-05:00,-74.479171,46.044776,21,Type A,1
Wandering Antelope,2023-05-20 10:24:39-05:00,-74.478604,46.042432,72,Type B,1
Noble Zebra,2023-05-20 10:25:11-05:00,-74.478228,46.045948,27,Type A,1
Wandering Antelope,2023-05-20 10:25:24-05:00,-74.478604,46.042432,72,Type B,1
Energetic Badger,2023-05-20 10:25:45-05:00,-74.47891,46.043722,15,Type A,1
Brave Cheetah,2023-05-20 10:25:49-05:00,-74.478761,46.04327,81,Type A,1
Wise Leopard,2023-05-20 10:25:50-05:00,-74.479317,46.045575,03,Type A,1
Silent Squirrel,2023-05-20 10:25:53-05:00,-74.478487,46.046225,26,Type B,1
Noble Zebra,2023-05-20 10:25:54-05:00,-74.478228,46.045951,27,Type A,1
Cunning Giraffe,2023-05-20 10:25:55-05:00,-74.478347,46.042166,70,Type B,1
Wandering Antelope,2023-05-20 10:26:01-05:00,-74.478604,46.042432,72,Type B,1
Majestic Kangaroo,2023-05-20 10:26:03-05:00,-74.478313,46.042927,5,Type A,1
Brave Cheetah,2023-05-20 10:26:08-05:00,-74.478761,46.04327,81,Type A,1
Tenacious Mongoose,2023-05-20 10:26:10-05:00,-74.479513,46.044235,84,Type A,1
Bold Owl,2023-05-20 10:26:15-05:00,-74.478587,46.043183,106,Type A,1
Noble Zebra,2023-05-20 10:26:16-05:00,-74.478228,46.045951,27,Type A,1
Wandering Antelope,2023-05-20 10:26:20-05:00,-74.478604,46.042432,72,Type B,1
Silent Squirrel,2023-05-20 10:26:24-05:00,-74.478487,46.046225,26,Type A,1
Cunning Giraffe,2023-05-20 10:26:27-05:00,-74.478348,46.042121,70,Type B,1
Brave Cheetah,2023-05-20 10:26:34-05:00,-74.478831,46.043278,81,Type A,1
Majestic Kangaroo,2023-05-20 10:26:42-05:00,-74.478313,46.042927,5,Type A,1
Tenacious Mongoose,2023-05-20 10:26:55-05:00,-74.479513,46.044235,84,Type A,1
Wise Leopard,2023-05-20 10:26:58-05:00,-74.479258,46.045549,03,Type A,1
Silent Squirrel,2023-05-20 10:26:59-05:00,-74.478487,46.046225,26,Type A,1
Silent Squirrel,2023-05-20 10:26:59-05:00,-74.478487,46.046225,26,Type A,1
Cunning Giraffe,2023-05-20 10:27:06-05:00,-74.478348,46.042121,70,Type A,1
Majestic Kangaroo,2023-05-20 10:27:23-05:00,-74.478293,46.042881,5,Type A,1
Resilient Otter,2023-05-20 10:27:33-05:00,-74.478463,46.044287,75,Type A,1
Silent Squirrel,2023-05-20 10:27:35-05:00,-74.478487,46.046225,26,Type B,1
Cunning Giraffe,2023-05-20 10:27:43-05:00,-74.478278,46.042113,70,Type B,1
Bold Owl,2023-05-20 10:27:45-05:00,-74.47787,46.042693,106,Type B,1
Tenacious Mongoose,2023-05-20 10:27:48-05:00,-74.479513,46.044235,84,Type A,1
Silent Squirrel,2023-05-20 10:27:48-05:00,-74.478487,46.046225,26,Type A,1
Resilient Otter,2023-05-20 10:27:50-05:00,-74.478463,46.044287,12,Type A,1
Noble Zebra,2023-05-20 10:27:54-05:00,-74.478239,46.045955,27,Type A,1
Fierce Porcupine,2023-05-20 10:28:03-05:00,-74.479085,46.042168,71 ,Type A,1
Silent Squirrel,2023-05-20 10:28:08-05:00,-74.478487,46.046225,26,Type B,1
Cunning Giraffe,2023-05-20 10:28:10-05:00,-74.478343,46.04212,70,Type B,1
Bold Owl,2023-05-20 10:28:36-05:00,-74.477853,46.042663,106,Type B,1
Cunning Giraffe,2023-05-20 10:28:48-05:00,-74.478403,46.042141,70,Type B,1
Silent Squirrel,2023-05-20 10:28:50-05:00,-74.478487,46.046225,26,Type A,1
Bold Owl,2023-05-20 10:28:58-05:00,-74.477889,46.042675,106,Type A,1
Tenacious Mongoose,2023-05-20 10:29:08-05:00,-74.47955,46.044262,84,Type A,1
Cunning Giraffe,2023-05-20 10:29:14-05:00,-74.478335,46.042142,70,Type B,1
Bold Owl,2023-05-20 10:29:36-05:00,-74.477825,46.042657,106,Type A,1
Silent Squirrel,2023-05-20 10:29:45-05:00,-74.478462,46.046248,26,Type A,1
Tenacious Mongoose,2023-05-20 10:29:54-05:00,-74.47955,46.044262,84,Type A,1
Cunning Giraffe,2023-05-20 10:29:55-05:00,-74.478309,46.042132,70,Type B,1
Majestic Kangaroo,2023-05-20 10:29:59-05:00,-74.478775,46.043192,53,Type A,1
Wild Tiger,2023-05-20 10:30:08-05:00,-74.478923,46.043359,83,Type A,1
Majestic Kangaroo,2023-05-20 10:30:16-05:00,-74.478803,46.043237,53,Type A,1
Wild Tiger,2023-05-20 10:30:40-05:00,-74.4789,46.043405,83,Type A,1
Tenacious Mongoose,2023-05-20 10:30:41-05:00,-74.47955,46.044262,84,Type A,1
Clever Lion,2023-05-20 10:30:45-05:00,-74.479171,46.044776,21,Type A,1
Wild Tiger,2023-05-20 10:31:52-05:00,-74.4789,46.043405,83,Type A,1
Cunning Giraffe,2023-05-20 10:32:22-05:00,-74.478292,46.042097,70,Type A,1
Majestic Kangaroo,2023-05-20 10:32:25-05:00,-74.479219,46.042994,135,Type A,1
Brave Cheetah,2023-05-20 10:32:38-05:00,-74.479202,46.043077,77,Type B,1
Majestic Kangaroo,2023-05-20 10:32:42-05:00,-74.479219,46.042994,135,Type A,1
Cunning Giraffe,2023-05-20 10:32:44-05:00,-74.478341,46.042136,70,Type B,1
Cunning Giraffe,2023-05-20 10:33:12-05:00,-74.478341,46.042136,70,Type A,1
Brave Cheetah,2023-05-20 10:33:34-05:00,-74.479247,46.04311,77,Type A,1
Enduring Beaver,2023-05-20 10:33:44-05:00,-74.479191,46.044372,20,Type B,1
Majestic Kangaroo,2023-05-20 10:33:52-05:00,-74.479219,46.042994,135,Type A,1
Cunning Giraffe,2023-05-20 10:33:59-05:00,-74.478291,46.042103,70,Type A,1
Brave Cheetah,2023-05-20 10:34:00-05:00,-74.479247,46.04311,77,Type B,1
Cunning Giraffe,2023-05-20 10:34:19-05:00,-74.478291,46.042103,70,Type B,1
Enduring Beaver,2023-05-20 10:34:34-05:00,-74.479191,46.044372,20,Type A,1
Cunning Giraffe,2023-05-20 10:34:51-05:00,-74.478291,46.042103,70,Type B,1
Enduring Beaver,2023-05-20 10:35:00-05:00,-74.479191,46.044372,20,Type B,1
Bold Owl,2023-05-20 10:35:11-05:00,-74.477825,46.042657,100,Type B,1
Cunning Giraffe,2023-05-20 10:35:35-05:00,-74.478291,46.042103,70,Type B,1
Bold Owl,2023-05-20 10:35:49-05:00,-74.477265,46.043366,100,Type A,1
Graceful Raccoon,2023-05-20 10:35:54-05:00,-74.479468,46.044279,19,Type A,1
Enduring Beaver,2023-05-20 10:36:06-05:00,-74.479233,46.04439,20,Type A,1
Cunning Giraffe,2023-05-20 10:36:09-05:00,-74.478327,46.042143,70,Type A,1
Graceful Raccoon,2023-05-20 10:36:18-05:00,-74.479468,46.044279,19,Type A,1
Clever Lion,2023-05-20 10:36:48-05:00,-74.479009,46.044407,12,Type A,1
Enduring Beaver,2023-05-20 10:36:53-05:00,-74.479219,46.044346,20,Type A,1
Graceful Raccoon,2023-05-20 10:36:54-05:00,-74.47948,46.044222,19,Type A,1
Bold Owl,2023-05-20 10:37:02-05:00,-74.477232,46.043357,100,Type A,1
Wandering Antelope,2023-05-20 10:37:14-05:00,-74.478332,46.042676,110,Type B,1
Bold Owl,2023-05-20 10:37:36-05:00,-74.477245,46.043333,100,Type A,1
Enduring Beaver,2023-05-20 10:37:36-05:00,-74.479219,46.044346,20,Type B,1
Graceful Raccoon,2023-05-20 10:37:59-05:00,-74.479479,46.044222,19,Type A,1
Tenacious Mongoose,2023-05-20 10:37:59-05:00,-74.478319,46.044155,194,Type B,1
Enduring Beaver,2023-05-20 10:38:07-05:00,-74.479219,46.044346,20,Type B,1
Clever Lion,2023-05-20 10:38:11-05:00,-74.47896,46.04441,12,Type A,1
Wandering Antelope,2023-05-20 10:38:15-05:00,-74.478332,46.042676,110,Type A,1
Tenacious Mongoose,2023-05-20 10:38:26-05:00,-74.478319,46.044155,194,Type B,1
Enduring Beaver,2023-05-20 10:38:27-05:00,-74.479219,46.044346,20,Type B,1
Wandering Antelope,2023-05-20 10:38:29-05:00,-74.478332,46.042676,110,Type A,1
Bold Owl,2023-05-20 10:38:29-05:00,-74.477245,46.043333,100,Type A,1
Graceful Raccoon,2023-05-20 10:38:43-05:00,-74.487616,46.052327,19,Type A,1
Tenacious Mongoose,2023-05-20 10:38:56-05:00,-74.478319,46.044155,194,Type B,1
Bold Owl,2023-05-20 10:39:11-05:00,-74.477265,46.043343,100,Type A,1
Enduring Beaver,2023-05-20 10:39:13-05:00,-74.479174,46.044378,20,Type B,1
Graceful Raccoon,2023-05-20 10:39:44-05:00,-74.479478,46.04427,19,Type A,1
Enduring Beaver,2023-05-20 10:39:46-05:00,-74.479174,46.044378,20,Type B,1
Clever Lion,2023-05-20 10:39:46-05:00,-74.47896,46.04441,12,Type A,1
Gentle Bear,2023-05-20 10:40:13-05:00,-74.479572,46.044284,19,Type A,1
Clever Lion,2023-05-20 10:40:20-05:00,-74.478962,46.044407,12,Type A,1
Tenacious Mongoose,2023-05-20 10:40:45-05:00,-74.477883,46.044073,203,Type B,1
Majestic Kangaroo,2023-05-20 11:11:37-05:00,-74.478467,46.043216,184,Type A,2
Energetic Badger,2023-05-20 11:11:41-05:00,-74.479209,46.043584,84,Type A,2
Enduring Beaver,2023-05-20 11:11:42-05:00,-74.477093,46.043863,96,Type A,2
Majestic Kangaroo,2023-05-20 11:11:56-05:00,-74.478467,46.043216,184,Type A,2
Graceful Raccoon,2023-05-20 11:12:01-05:00,-74.478421,46.044292,12,Type A,2
Agile Hippopotamus,2023-05-20 11:12:14-05:00,-74.477856,46.045087,8,Type B,2
Elusive Fox,2023-05-20 11:12:17-05:00,-74.478472,46.046193,26,Type A,2
Tenacious Mongoose,2023-05-20 11:12:19-05:00,-74.479615,46.044289,344,Type A,2
Lively Rabbit,2023-05-20 11:12:24-05:00,-74.478415,46.043609,89,Type A,2
Agile Hippopotamus,2023-05-20 11:12:32-05:00,-74.477856,46.045087,80,Type B,2
Gentle Bear,2023-05-20 11:12:36-05:00,-74.478094,46.043775,107,Type A,2
Resourceful Platypus,2023-05-20 11:12:41-05:00,-74.478965,46.046001,25,Type B,2
Vigilant Puma,2023-05-20 11:12:52-05:00,-74.479546,46.044198,19,Type A,2
Agile Hippopotamus,2023-05-20 11:12:59-05:00,-74.477856,46.045087,08,Type B,2
Enduring Beaver,2023-05-20 11:13:00-05:00,-74.477093,46.043863,96,Type A,2
Curious Penguin,2023-05-20 11:13:00-05:00,-74.477588,46.045795,01,Type A,2
Graceful Raccoon,2023-05-20 11:13:00-05:00,-74.478421,46.044292,12,Type A,2
Gentle Bear,2023-05-20 11:13:01-05:00,-74.478128,46.043783,107,Type A,2
Resourceful Platypus,2023-05-20 11:13:05-05:00,-74.479086,46.046022,25,Type A,2
Brave Cheetah,2023-05-20 11:13:13-05:00,-74.477193,46.042938,104,Type A,2
Brave Cheetah,2023-05-20 11:13:18-05:00,-74.477259,46.043341,98,Type A,2
Resourceful Platypus,2023-05-20 11:13:21-05:00,-74.479086,46.046022,25,Type A,2
Majestic Kangaroo,2023-05-20 11:13:32-05:00,-74.478131,46.043354,222,Type B,2
Graceful Raccoon,2023-05-20 11:13:32-05:00,-74.478421,46.044292,12,Type A,2
Wandering Antelope,2023-05-20 11:13:32-05:00,-74.478074,46.042402,114,Type A,2
Swift Elephant,2023-05-20 11:13:35-05:00,-74.478197,46.045045,9,Type A,2
Curious Penguin,2023-05-20 11:13:37-05:00,-74.477524,46.045809,01,Type A,2
Wandering Antelope,2023-05-20 11:13:43-05:00,-74.478074,46.042402,113,Type A,2
Swift Elephant,2023-05-20 11:13:45-05:00,-74.478164,46.045113,9,Type A,2
Agile Hippopotamus,2023-05-20 11:13:47-05:00,-74.477854,46.045078,08,Type B,2
Resourceful Platypus,2023-05-20 11:13:53-05:00,-74.479086,46.046022,25,Type A,2
Majestic Kangaroo,2023-05-20 11:13:53-05:00,-74.478131,46.043354,222,Type B,2
Vigilant Puma,2023-05-20 11:13:54-05:00,-74.479536,46.044253,19,Type A,2
Enduring Beaver,2023-05-20 11:13:58-05:00,-74.477093,46.043863,96,Type B,2
Wandering Antelope,2023-05-20 11:13:58-05:00,-74.478074,46.042402,113,Type A,2
Silent Squirrel,2023-05-20 11:14:02-05:00,-74.47773,46.046086,28,Type A,2
Swift Elephant,2023-05-20 11:14:10-05:00,-74.478164,46.045113,9,Type A,2
Majestic Kangaroo,2023-05-20 11:14:10-05:00,-74.478131,46.043354,222,Type A,2
Brave Cheetah,2023-05-20 11:14:14-05:00,-74.477511,46.043628,98,Type A,2
Bold Owl,2023-05-20 11:14:28-05:00,-74.477325,46.04295,104,Type A,2
Tenacious Mongoose,2023-05-20 11:14:29-05:00,-74.479615,46.044289,19,Type A,2
Enduring Beaver,2023-05-20 11:14:30-05:00,-74.477093,46.043863,96,Type B,2
Energetic Badger,2023-05-20 11:14:34-05:00,-74.478988,46.043848,16,Type A,2
Fearless Chameleon,2023-05-20 11:14:38-05:00,-74.477121,46.043397,101,Type A,2
Resourceful Platypus,2023-05-20 11:14:39-05:00,-74.479024,46.046009,25,Type B,2
Vigilant Puma,2023-05-20 11:14:42-05:00,-74.479598,46.044265,19,Type A,2
Enduring Beaver,2023-05-20 11:14:43-05:00,-74.477093,46.043863,96,Type A,2
Agile Hippopotamus,2023-05-20 11:14:46-05:00,-74.477787,46.045049,08,Type B,2
Brave Cheetah,2023-05-20 11:14:47-05:00,-74.477511,46.043628,98,Type A,2
Enduring Beaver,2023-05-20 11:15:12-05:00,-74.477093,46.043863,96,Type B,2
Resourceful Platypus,2023-05-20 11:15:12-05:00,-74.479024,46.046009,25,Type B,2
Silent Squirrel,2023-05-20 11:15:12-05:00,-74.47773,46.046086,28,Type A,2
Elusive Fox,2023-05-20 11:15:15-05:00,-74.47845,46.046157,26,Type A,2
Agile Hippopotamus,2023-05-20 11:15:24-05:00,-74.477787,46.045049,08,Type B,2
Resourceful Platypus,2023-05-20 11:15:25-05:00,-74.479024,46.046009,25,Type A,2
Independent Weasel,2023-05-20 11:15:25-05:00,-74.478883,46.042685,75,Type A,2
Noble Zebra,2023-05-20 11:15:31-05:00,-74.477064,46.045523,29,Type A,2
Tenacious Mongoose,2023-05-20 11:15:33-05:00,-74.479615,46.044289,19,Type B,2
Silent Squirrel,2023-05-20 11:15:35-05:00,-74.47773,46.046086,28,Type B,2
Fearless Chameleon,2023-05-20 11:15:46-05:00,-74.477065,46.043432,101,Type B,2
Bold Owl,2023-05-20 11:15:55-05:00,-74.477223,46.043021,104,Type A,2
Independent Weasel,2023-05-20 11:16:02-05:00,-74.478817,46.042691,75,Type A,2
Tenacious Mongoose,2023-05-20 11:16:02-05:00,-74.479615,46.044289,19,Type B,2
Enduring Beaver,2023-05-20 11:16:02-05:00,-74.477017,46.04392,96,Type B,2
Resourceful Platypus,2023-05-20 11:16:11-05:00,-74.47897,46.046016,25,Type B,2
Fearless Chameleon,2023-05-20 11:16:12-05:00,-74.477065,46.043432,101,Type A,2
Wild Tiger,2023-05-20 11:16:14-05:00,-74.478756,46.043016,78,Type A,2
Silent Squirrel,2023-05-20 11:16:16-05:00,-74.47773,46.046086,28,Type B,2
Majestic Kangaroo,2023-05-20 11:16:26-05:00,-74.477993,46.043474,242,Type B,2
Independent Weasel,2023-05-20 11:16:28-05:00,-74.478817,46.042691,75,Type B,2
Silent Squirrel,2023-05-20 11:16:33-05:00,-74.47773,46.046086,28,Type B,2
Tenacious Mongoose,2023-05-20 11:16:33-05:00,-74.479615,46.044289,19,Type A,2
Resourceful Platypus,2023-05-20 11:16:37-05:00,-74.478942,46.046052,25,Type B,2
Majestic Kangaroo,2023-05-20 11:16:48-05:00,-74.477993,46.043474,242,Type A,2
Noble Zebra,2023-05-20 11:16:48-05:00,-74.47706,46.045533,29,Type A,2
Wild Tiger,2023-05-20 11:16:49-05:00,-74.478756,46.043016,78,Type A,2
Resourceful Platypus,2023-05-20 11:16:49-05:00,-74.478942,46.046052,25,Type A,2
Independent Weasel,2023-05-20 11:16:50-05:00,-74.478817,46.042691,75,Type A,2
Silent Squirrel,2023-05-20 11:16:56-05:00,-74.47773,46.046086,28,Type A,2
Resourceful Platypus,2023-05-20 11:17:01-05:00,-74.478942,46.046052,25,Type B,2
Vigilant Puma,2023-05-20 11:17:07-05:00,-74.479248,46.044343,20,Type A,2
Noble Zebra,2023-05-20 11:17:07-05:00,-74.47706,46.045533,29,Type A,2
Bold Owl,2023-05-20 11:17:08-05:00,-74.47722,46.04304,104,Type A,2
Brave Cheetah,2023-05-20 11:17:11-05:00,-74.477511,46.043628,98,Type A,2
Independent Weasel,2023-05-20 11:17:16-05:00,-74.478796,46.0427,75,Type A,2
Silent Squirrel,2023-05-20 11:17:27-05:00,-74.47773,46.046086,28,Type A,2
Independent Weasel,2023-05-20 11:17:34-05:00,-74.478796,46.0427,75,Type B,2
Resourceful Platypus,2023-05-20 11:17:34-05:00,-74.478942,46.046052,25,Type B,2
Tenacious Mongoose,2023-05-20 11:17:45-05:00,-74.47958,46.044256,19,Type A,2
Wild Tiger,2023-05-20 11:17:53-05:00,-74.47871,46.042976,78,Type A,2
Resourceful Platypus,2023-05-20 11:17:54-05:00,-74.478998,46.046029,25,Type A,2
Brave Cheetah,2023-05-20 11:17:58-05:00,-74.477061,46.043837,96,Type A,2
Elusive Fox,2023-05-20 11:18:01-05:00,-74.47839,46.04614,26,Type A,2
Silent Squirrel,2023-05-20 11:18:01-05:00,-74.47773,46.046086,28,Type A,2
Independent Weasel,2023-05-20 11:18:02-05:00,-74.478796,46.0427,75,Type B,2
Cunning Giraffe,2023-05-20 11:18:12-05:00,-74.479469,46.042545,74,Type B,2
Enduring Beaver,2023-05-20 11:18:16-05:00,-74.477021,46.043759,97,Type A,2
Noble Zebra,2023-05-20 11:18:30-05:00,-74.47706,46.045533,29,Type A,2
Independent Weasel,2023-05-20 11:18:32-05:00,-74.478793,46.042692,75,Type B,2
Wandering Antelope,2023-05-20 11:18:37-05:00,-74.477849,46.042636,106,Type A,2
Silent Squirrel,2023-05-20 11:18:42-05:00,-74.47773,46.046086,28,Type A,2
Tenacious Mongoose,2023-05-20 11:18:45-05:00,-74.479571,46.044246,19,Type B,2
Enduring Beaver,2023-05-20 11:18:47-05:00,-74.477021,46.043759,97,Type B,2
Energetic Badger,2023-05-20 11:18:48-05:00,-74.478562,46.043598,89,Type A,2
Fearless Chameleon,2023-05-20 11:18:56-05:00,-74.483736,46.032276,100,Type B,2
Brave Cheetah,2023-05-20 11:19:01-05:00,-74.477061,46.043837,96,Type A,2
